"","year","Gender","age","Degree","Race","Party","Spend","LegalVSIllegal","NAGender","NAage","NADegree","NARace","NAPArty","NASpend","NALegal"
"13",2021,"Female",71,"GRADUATE","Chinese","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"14",2021,"Male",21,"HIGH SCHOOL","White","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"15",2021,"Male",75,"GRADUATE","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"16",2021,"Female",20,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"17",2021,"Female",65,"HIGH SCHOOL","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"18",2021,"Female",56,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"19",2021,"Female",22,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"20",2021,"Female",33,"GRADUATE","White",NA,NA,NA,100,333,23,15,146,2068,2927
"21",2021,"Male",NA,"BACHELORS","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"22",2021,"Male",31,"BACHELORS","Chinese","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"23",2021,"Female",55,"BACHELORS","White",NA,"Too little",NA,100,333,23,15,146,2068,2927
"24",2021,"Female",33,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"25",2021,"Male",37,"ASSOCIATE/JUNIOR COLLEGE","White","INDEPENDENT, CLOSE TO DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"26",2021,"Male",53,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"27",2021,"Female",43,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"28",2021,"Female",44,"GRADUATE","Korean","NOT VERY STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"29",2021,"Male",32,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too much",NA,100,333,23,15,146,2068,2927
"30",2021,"Male",65,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"31",2021,"Female",30,"GRADUATE","Other Asian","NOT VERY STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"32",2021,"Female",52,"BACHELORS","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"33",2021,"Male",34,"GRADUATE","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"34",2021,"Male",53,"BACHELORS","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"35",2021,"Female",NA,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"36",2021,"Female",62,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"37",2021,"Female",62,"LESS THAN HIGH SCHOOL","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"38",2021,"Male",42,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"39",2021,NA,NA,"LESS THAN HIGH SCHOOL","White",NA,NA,NA,100,333,23,15,146,2068,2927
"40",2021,"Male",29,"BACHELORS","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"41",2021,"Female",53,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"42",2021,"Female",51,"BACHELORS","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"43",2021,"Female",24,"BACHELORS","White","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"44",2021,"Male",51,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"45",2021,"Female",26,"HIGH SCHOOL","Hispanic","NOT VERY STRONG DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"46",2021,"Male",37,"BACHELORS","Black","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"47",2021,"Female",28,"HIGH SCHOOL","Black","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"48",2021,"Male",30,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"49",2021,"Male",57,"GRADUATE","Korean","NOT VERY STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"50",2021,"Male",45,"GRADUATE","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"51",2021,"Female",43,"BACHELORS","Filipino","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"52",2021,"Female",31,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"53",2021,"Female",23,"BACHELORS","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"54",2021,"Female",64,"HIGH SCHOOL","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"55",2021,"Female",82,"BACHELORS","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"56",2021,"Male",NA,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"57",2021,"Male",58,"LESS THAN HIGH SCHOOL","White","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"58",2021,"Male",89,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"59",2021,"Male",51,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"60",2021,"Male",78,"BACHELORS","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"61",2021,NA,NA,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"62",2021,"Male",NA,"ASSOCIATE/JUNIOR COLLEGE","Filipino","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"63",2021,"Male",NA,"BACHELORS","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"64",2021,"Female",42,"BACHELORS","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"65",2021,"Male",64,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"66",2021,"Female",51,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"67",2021,"Female",NA,"BACHELORS","White","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"68",2021,"Female",51,"LESS THAN HIGH SCHOOL","Hispanic","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"69",2021,"Male",50,"BACHELORS","Other Asian",NA,NA,NA,100,333,23,15,146,2068,2927
"70",2021,"Female",55,"HIGH SCHOOL","Hispanic","STRONG DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"71",2021,"Male",57,"HIGH SCHOOL","Hispanic","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"72",2021,"Male",62,"HIGH SCHOOL","White","STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"73",2021,"Female",62,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"74",2021,"Male",33,"HIGH SCHOOL","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"75",2021,"Female",72,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"76",2021,"Female",64,"GRADUATE","Black","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"77",2021,"Male",42,"BACHELORS","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"78",2021,"Female",73,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"79",2021,"Male",49,"BACHELORS","White","NOT VERY STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"80",2021,"Female",63,"LESS THAN HIGH SCHOOL","Black","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"81",2021,"Female",32,"BACHELORS","Black","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"82",2021,"Male",22,"HIGH SCHOOL","Black","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"83",2021,"Male",65,"BACHELORS","White","NOT VERY STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"84",2021,"Female",71,"BACHELORS","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"85",2021,"Male",43,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too much",NA,100,333,23,15,146,2068,2927
"86",2021,"Female",55,"BACHELORS","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"87",2021,"Female",33,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"88",2021,"Male",28,"HIGH SCHOOL","Black","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"89",2021,"Female",62,"HIGH SCHOOL","Black",NA,"Too little",NA,100,333,23,15,146,2068,2927
"90",2021,"Female",55,"ASSOCIATE/JUNIOR COLLEGE","Black","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"91",2021,"Male",41,"GRADUATE","White","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"92",2021,"Male",66,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"93",2021,"Male",74,"GRADUATE","White","NOT VERY STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"94",2021,"Female",NA,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"95",2021,"Male",51,"BACHELORS","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"96",2021,"Female",66,"BACHELORS","White","STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"97",2021,"Male",70,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"98",2021,"Female",NA,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"99",2021,"Female",57,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"100",2021,"Male",60,"LESS THAN HIGH SCHOOL","Hispanic","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"101",2021,"Male",41,"BACHELORS","White","INDEPENDENT, CLOSE TO REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"102",2021,"Male",56,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"103",2021,"Female",46,"ASSOCIATE/JUNIOR COLLEGE","White","NOT VERY STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"104",2021,"Female",41,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"105",2021,"Female",22,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"106",2021,"Male",61,"GRADUATE","Asian Indian","INDEPENDENT (NEITHER, NO RESPONSE)","Too much",NA,100,333,23,15,146,2068,2927
"107",2021,"Male",79,"GRADUATE","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"108",2021,"Male",38,"BACHELORS","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"109",2021,"Female",64,"BACHELORS","Black","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"110",2021,"Male",68,"GRADUATE","Black","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"111",2021,"Male",28,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"112",2021,"Male",33,"GRADUATE","Black","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"113",2021,"Female",38,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"114",2021,"Female",32,"GRADUATE","White","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"115",2021,"Female",41,"BACHELORS","Black","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"116",2021,"Female",54,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"117",2021,NA,NA,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"118",2021,"Female",71,"BACHELORS","White","NOT VERY STRONG REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"119",2021,"Female",89,"BACHELORS","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"120",2021,"Female",63,"HIGH SCHOOL","Some other race","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"121",2021,"Male",73,"BACHELORS","Black","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"122",2021,"Female",38,"BACHELORS","White",NA,"About right",NA,100,333,23,15,146,2068,2927
"123",2021,"Female",59,"HIGH SCHOOL","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"124",2021,"Female",56,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"125",2021,"Male",25,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"126",2021,"Female",28,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"127",2021,"Female",24,"BACHELORS","White",NA,"Too little",NA,100,333,23,15,146,2068,2927
"128",2021,"Male",37,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"129",2021,"Female",40,"GRADUATE","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"130",2021,"Female",61,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"131",2021,"Female",67,"GRADUATE","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"132",2021,"Female",25,"BACHELORS","Asian Indian","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"133",2021,"Male",58,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"134",2021,"Female",84,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"135",2021,"Female",68,"HIGH SCHOOL","Some other race",NA,"Too little",NA,100,333,23,15,146,2068,2927
"136",2021,"Female",63,"LESS THAN HIGH SCHOOL","White","INDEPENDENT, CLOSE TO REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"137",2021,"Female",36,"BACHELORS","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"138",2021,"Male",67,"ASSOCIATE/JUNIOR COLLEGE","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"139",2021,"Female",53,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"140",2021,"Female",60,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"141",2021,"Male",87,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"142",2021,"Female",74,"GRADUATE","White","NOT VERY STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"143",2021,"Female",66,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"144",2021,"Female",46,"BACHELORS","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"145",2021,"Male",43,"GRADUATE","Chinese","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"146",2021,"Female",NA,"HIGH SCHOOL","Black","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"147",2021,"Male",49,"HIGH SCHOOL","Black","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"148",2021,"Male",74,"ASSOCIATE/JUNIOR COLLEGE","Black","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"149",2021,"Female",54,"BACHELORS","Black","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"150",2021,"Male",53,"GRADUATE","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"151",2021,"Female",NA,"BACHELORS","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"152",2021,"Male",62,"HIGH SCHOOL","White","STRONG REPUBLICAN","Too much",NA,100,333,23,15,146,2068,2927
"153",2021,"Female",65,"GRADUATE","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"154",2021,"Female",41,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"155",2021,"Male",46,"ASSOCIATE/JUNIOR COLLEGE","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too much",NA,100,333,23,15,146,2068,2927
"156",2021,"Female",64,"BACHELORS","White","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"157",2021,"Female",79,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"158",2021,"Female",33,"BACHELORS","Black","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"159",2021,"Male",74,"HIGH SCHOOL","Hispanic","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"160",2021,"Female",75,"BACHELORS","White","NOT VERY STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"161",2021,"Male",74,"BACHELORS","Black","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"162",2021,"Male",65,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"163",2021,"Female",41,"BACHELORS","Black","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"164",2021,NA,NA,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"165",2021,"Male",57,"BACHELORS","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"166",2021,"Female",35,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"167",2021,"Female",36,"HIGH SCHOOL","Hispanic","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"168",2021,"Female",43,"HIGH SCHOOL","Black","NOT VERY STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"169",2021,"None of these",NA,"LESS THAN HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"170",2021,"Female",44,"HIGH SCHOOL","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"171",2021,"Female",67,"LESS THAN HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"172",2021,"Male",45,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"173",2021,"Female",NA,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"174",2021,"Female",36,"GRADUATE","Chinese","STRONG REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"175",2021,"Female",40,"BACHELORS","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"176",2021,"Male",33,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"177",2021,"Male",57,"HIGH SCHOOL","White",NA,NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"178",2021,"Female",32,"BACHELORS","Asian Indian","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"179",2021,"Male",69,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"180",2021,"Male",67,"GRADUATE","Japanese","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"181",2021,"Male",28,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"182",2021,"Female",41,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"183",2021,"Female",45,"HIGH SCHOOL","Chinese","NOT VERY STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"184",2021,NA,NA,"GRADUATE","Hispanic",NA,"Too much",NA,100,333,23,15,146,2068,2927
"185",2021,"Male",NA,"BACHELORS","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"186",2021,"Female",64,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"187",2021,"Male",41,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"188",2021,"Male",52,"HIGH SCHOOL","Black","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"189",2021,"Female",58,"HIGH SCHOOL","Black","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"190",2021,"Female",NA,"BACHELORS","Black","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"191",2021,"Female",79,"LESS THAN HIGH SCHOOL","Black","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"192",2021,"Male",NA,"HIGH SCHOOL","Some other race","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"193",2021,"Female",85,"HIGH SCHOOL","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"194",2021,"Male",NA,NA,"Asian Indian","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"195",2021,"Female",53,"HIGH SCHOOL","White","STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"196",2021,"Female",59,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"197",2021,"Male",39,"HIGH SCHOOL","Black","NOT VERY STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"198",2021,"Female",50,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"199",2021,"Female",37,"BACHELORS","Korean","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
